강남구,대치동,동민맥스빌(A동,주상복합),-,30세대,총 1동,107.48㎡ ~ 109.26㎡,2
강남구,대치동,동민맥스빌(B동),-,18세대,총 1동,75.44㎡ ~ 156.79㎡,3
강남구,대치동,동부센트레빌,50억 5000~54억,805세대,총 7동,152.54㎡ ~ 202.99㎡,2
강남구,대치동,동양,-,19세대,총 1동,110.57㎡ ~ 186.81㎡,2
강남구,대치동,래미안대치팰리스1단지,34억~51억,1278세대,총 13동,88㎡ ~ 150.66㎡,7
강남구,대치동,래미안대치팰리스2단지,33억 5000~58억,330세대,총 4동,118.76㎡ ~ 183.59㎡,8
강남구,대치동,래미안대치하이스턴,30억,354세대,총 5동,142.54㎡ ~ 142.62㎡,4
강남구,대치동,로프트아파트먼트대치(도시형),11억 5000,16세대,총 1동,43.29㎡ ~ 56.53㎡,6
강남구,대치동,롯데캐슬,-,142세대,총 3동,110.72㎡ ~ 176.16㎡,11
강남구,대치동,르엘대치,23억~23억 5000,273세대,총 6동,75.59㎡ ~ 158.56㎡,정보 없음
강남구,대치동,메트로,-,11세대,총 1동,81.71㎡ ~ 113.12㎡,7
강남구,대치동,미소시티,-,18세대,총 1동,164.77㎡ ~ 200.9㎡,7
강남구,대치동,삼환SOGOOD(주상복합),22억,37세대,총 1동,107.38㎡ ~ 133.52㎡,4
강남구,대치동,선경1,2차,30억~50억,1034세대,총 12동,101.66㎡ ~ 186.36㎡,1
강남구,대치동,선경3차,-,54세대,총 1동,85.48㎡,7
강남구,대치동,선릉역대우아이빌5차(주상복합),1억 8000~2억 8000,150세대,총 1동,27.45㎡ ~ 58.95㎡,10
강남구,대치동,선릉역풍림아이원레몬(주상복합),17억,44세대,총 1동,84.27㎡ ~ 92.62㎡,9
강남구,대치동,세연파크뷰,-,19세대,총 1동,75.46㎡ ~ 94.53㎡,6
강남구,대치동,세영팔래스,-,67세대,총 1동,73.77㎡ ~ 103.37㎡,6
강남구,대치동,스톤빌리지대치2차(도시형),-,25세대,총 2동,38.99㎡ ~ 69.77㎡,2
강남구,대치동,스톤빌리지대치3차(도시형),-,22세대,총 2동,35.47㎡ ~ 62.45㎡,3
강남구,대치동,스톤빌리지대치4차(도시형),-,20세대,총 2동,39.1㎡ ~ 71.47㎡,1
강남구,대치동,아름빌,3억~11억 5000,43세대,총 1동,45.97㎡ ~ 105.58㎡,9
강남구,대치동,아크로빌,18억,14세대,총 2동,61.53㎡ ~ 112.33㎡,17
강남구,대치동,우정에쉐르3,-,19세대,총 1동,103.62㎡ ~ 154.02㎡,9
강남구,대치동,월드빌,-,11세대,총 1동,59㎡ ~ 122.32㎡,9
강남구,대치동,은마,24억~28억 5000,4424세대,총 28동,101.52㎡ ~ 115.54㎡,3
강남구,대치동,청암빌라트,-,18세대,총 1동,144.05㎡ ~ 179.57㎡,8
강남구,대치동,청원,-,19세대,총 1동,58.32㎡ ~ 130.41㎡,1
강남구,대치동,테헤란로대우아이빌(주상복합),3억 4000~9억,371세대,총 1동,38.72㎡ ~ 89.17㎡,12
강남구,대치동,포스코더샵,33억~40억,276세대,총 4동,168.38㎡ ~ 208.98㎡,9
강남구,대치동,하이캐슬,22억~23억,67세대,총 2동,104.13㎡ ~ 191.61㎡,7
강남구,대치동,한보미도맨션1,2차,30억~49억,2436세대,총 21동,113.31㎡ ~ 220.92㎡,2
강남구,대치동,한보미도맨션3차,39억 5000,18세대,총 1동,220.11㎡,9
강남구,대치동,한양팰리스,-,14세대,총 1동,111.2㎡ ~ 120.97㎡,7
강남구,대치동,한티,-,22세대,총 2동,78.6㎡ ~ 127.58㎡,3
강남구,대치동,현대,21억,120세대,총 1동,101.03㎡ ~ 101.7㎡,9
강남구,대치동,현대썬앤빌테헤란(도시형),5억 6000~7억 1000,49세대,총 1동,54.56㎡ ~ 82.49㎡,10
강남구,대치동,화인하이빌,29억,18세대,총 1동,61.24㎡ ~ 147.52㎡,8
강남구,도곡동,개포럭키,35억,128세대,총 2동,102.41㎡,18
강남구,도곡동,개포우성4차,31억~40억,459세대,총 8동,113.23㎡ ~ 180.25㎡,9
강남구,도곡동,개포우성5차,23억,180세대,총 4동,89.79㎡ ~ 98.96㎡,14
강남구,도곡동,개포한신,22억 7000~30억,620세대,총 8동,73.65㎡ ~ 103.93㎡,11
강남구,도곡동,경남,19억~27억,348세대,총 4동,76.47㎡ ~ 147.12㎡,6
강남구,도곡동,그랜빌캐슬,22억,15세대,총 1동,105.32㎡ ~ 166.79㎡,17
강남구,도곡동,극동스타클래스(주상복합),20억~30억,96세대,총 1동,141.4㎡ ~ 258.38㎡,3
강남구,도곡동,대림,19억 5000~23억,197세대,총 2동,102.39㎡ ~ 104.47㎡,3
강남구,도곡동,대림아크로빌(주상복합),28억~34억,490세대,총 2동,56.9㎡ ~ 230.18㎡,12
강남구,도곡동,대명비발디,11억 5000~12억 8000,18세대,총 1동,46.53㎡ ~ 102.21㎡,5
강남구,도곡동,대우양재디오빌(주상복합),2억 4500~3억 2000,155세대,총 1동,32.11㎡ ~ 43.76㎡,5
강남구,도곡동,더힐(도시형),-,11세대,총 1동,26.65㎡ ~ 44.42㎡,23
강남구,도곡동,도곡그린빌,9억 5000,19세대,총 1동,63.77㎡ ~ 127.4㎡,1
강남구,도곡동,도곡렉슬,22억 5000~59억,3002세대,총 34동,86.43㎡ ~ 225.29㎡,2
강남구,도곡동,도곡루아르(도시형),9억 6200~11억,29세대,총 1동,64.32㎡ ~ 66.68㎡,8
강남구,도곡동,도곡삼성래미안,21억~41억 5000,732세대,총 10동,81.35㎡ ~ 158.1㎡,8
강남구,도곡동,도곡상지카일룸,-,23세대,총 1동,255.19㎡ ~ 275.56㎡,12
강남구,도곡동,도곡스타빌,-,15세대,총 1동,59.17㎡ ~ 104.14㎡,22
강남구,도곡동,도곡스테이77(도시형),-,77세대,총 1동,31.15㎡ ~ 44.58㎡,정보 없음
강남구,도곡동,도곡쌍용예가,22억 5000~26억 5000,384세대,총 5동,83.52㎡ ~ 232.86㎡,1
강남구,도곡동,도곡아이파크1차,21억~31억,321세대,총 5동,109.19㎡ ~ 178.59㎡,16
강남구,도곡동,도곡아이파크2차,32억~34억,58세대,총 2동,175.89㎡ ~ 232.37㎡,4
강남구,도곡동,도곡아이파크3차,30억~31억,72세대,총 3동,179.5㎡ ~ 225.98㎡,5
강남구,도곡동,도곡우성,22억 5000~23억,390세대,총 2동,93.94㎡ ~ 101.17㎡,2
강남구,도곡동,도곡월드메르디앙,-,29세대,총 2동,118.58㎡ ~ 208.38㎡,12
강남구,도곡동,도곡조이너스,18억,26세대,총 1동,78.68㎡ ~ 109.25㎡,2
강남구,도곡동,도곡지웰카운티,22억~24억,37세대,총 2동,125.8㎡ ~ 148.53㎡,10
강남구,도곡동,도곡푸르지오1차,-,17세대,총 1동,185.04㎡ ~ 208.44㎡,6
강남구,도곡동,도곡푸르지오2차(주상복합),-,13세대,총 1동,185.43㎡,7
강남구,도곡동,도곡하이빌,-,12세대,총 1동,76.23㎡ ~ 156.39㎡,1
강남구,도곡동,도곡한라비발디,23억~38억,110세대,총 1동,111.45㎡ ~ 164.97㎡,3
강남구,도곡동,도곡한신,22억~28억,421세대,총 5동,79.5㎡ ~ 135.75㎡,6
강남구,도곡동,도곡현대하이페리온,28억~30억,71세대,총 2동,171.91㎡ ~ 218.57㎡,5
강남구,도곡동,도곡현대힐스테이트,-,57세대,총 4동,151.4㎡ ~ 224.74㎡,1
강남구,도곡동,동연빌(주상복합),-,18세대,총 1동,35.64㎡ ~ 39.34㎡,11
강남구,도곡동,라온빌(도시형),-,11세대,총 1동,20.79㎡ ~ 56.27㎡,8
강남구,도곡동,래미안도곡카운티,23억~37억,397세대,총 8동,81.57㎡ ~ 132.86㎡,5
강남구,도곡동,로덴하우스웨스트빌리지,50억,19세대,총 1동,298.43㎡ ~ 337.65㎡,16
강남구,도곡동,로덴하우스이스트빌리지,47억,33세대,총 1동,280.33㎡ ~ 287.45㎡,16
강남구,도곡동,롯데캐슬모닝,26억 5000,60세대,총 2동,105.37㎡ ~ 177.25㎡,6
강남구,도곡동,리치아르떼빌,-,11세대,총 1동,138.84㎡ ~ 199.26㎡,11
강남구,도곡동,매봉,16억 3000~20억 5000,132세대,총 1동,70.84㎡ ~ 100.61㎡,20
강남구,도곡동,벨라빌,-,13세대,총 1동,184.94㎡ ~ 265.33㎡,11
강남구,도곡동,삼성,17억~23억,231세대,총 4동,81.09㎡ ~ 104.15㎡,16
강남구,도곡동,삼익,21억~21억 3000,247세대,총 2동,113.73㎡ ~ 165.21㎡,11
강남구,도곡동,삼호,-,144세대,총 2동,137.85㎡,21
강남구,도곡동,신성빌리지,-,16세대,총 2동,119.94㎡ ~ 131.9㎡,13
강남구,도곡동,아카데미스위트(주상복합),23억~25억 5000,414세대,총 1동,112.2㎡ ~ 332.64㎡,11
강남구,도곡동,양재SK허브프리모(주상복합),3억 8000~9억 7000,176세대,총 1동,47.19㎡ ~ 98.16㎡,4
강남구,도곡동,역삼럭키,22억 5000~30억,1094세대,총 10동,112㎡ ~ 145.2㎡,8
강남구,도곡동,우성리빙텔(주상복합),-,39세대,총 1동,150.71㎡ ~ 169.35㎡,10
강남구,도곡동,우성캐릭터199(주상복합),27억~35억,199세대,총 2동,162.08㎡ ~ 201.13㎡,9
강남구,도곡동,우성캐릭터빌(주상복합),-,47세대,총 1동,192.17㎡ ~ 219.68㎡,12
강남구,도곡동,울트라멤버스,-,19세대,총 1동,95.76㎡ ~ 164.52㎡,16
강남구,도곡동,원팰리스,-,19세대,총 1동,57.59㎡ ~ 126.72㎡,4
강남구,도곡동,이니그마빌Ⅲ,43억~60억,14세대,총 1동,265.22㎡ ~ 270.31㎡,12
강남구,도곡동,중명하니빌,3억 6000~5억 3000,111세대,총 1동,31.88㎡ ~ 64.37㎡,4
강남구,도곡동,타워팰리스1차(주상복합),26억 5000~95억,1294세대,총 4동,105.79㎡ ~ 403.76㎡,6
강남구,도곡동,타워팰리스2차(주상복합),29억~108억,813세대,총 2동,92.87㎡ ~ 326.18㎡,6
강남구,도곡동,타워팰리스3차(주상복합),34억~75억,480세대,총 1동,160.73㎡ ~ 314.94㎡,8
강남구,도곡동,파크힐,-,17세대,총 1동,57.4㎡ ~ 216.87㎡,6
강남구,도곡동,포레스트빌,-,4세대,총 1동,145.61㎡ ~ 160.22㎡,13
강남구,도곡동,포스코트,36억~38억,64세대,총 1동,241.7㎡ ~ 256.17㎡,14
강남구,도곡동,플럼힐스,25억,5세대,총 1동,260.67㎡ ~ 334.12㎡,13
